phase,domain,source_id,model,chars,sha256
discovery,books,ef792ca3-0223-499a-99e1-343dc0dd0431,mpt-chat,1307,e3f26c2a1a7fde3ef390b0a894eb88b69b07d0a2f8b97c33de92454af780477a
discovery,books,7d4f51d5-6cb9-4f6b-af39-a1075b1332bc,human,1238,446dce07c88e9c460b356db5d4142ce405747d6fcc6dc3df505ea8f12bb1964c
discovery,books,7d4f51d5-6cb9-4f6b-af39-a1075b1332bc,chatgpt,1842,1cbbf5fdab79bbd5834bdac28e25f1c9e8c6589316cb2c38088c47c051270520
discovery,books,7d4f51d5-6cb9-4f6b-af39-a1075b1332bc,mistral-chat,1734,575eb963a973db879c075afe17deac5fb27113f1116359bae24a77e69706e8a7
discovery,books,7d4f51d5-6cb9-4f6b-af39-a1075b1332bc,mpt-chat,988,7ce2bf428dfd0d0489631ba5306452670b24f7926401ee9e495116bbdad357ce
discovery,books,a27b2845-841d-4263-98f8-f553b4d41e45,human,1562,e1cd48f4fc9d1c8cabfdbc47bb3c7372165d3d3b2a875ef45560f135a344aeff
discovery,books,a27b2845-841d-4263-98f8-f553b4d41e45,chatgpt,1115,048684c1285ca6fad5609da337fedca1ffbaab5a8061e05d3b9a4e656cec8578
discovery,books,a27b2845-841d-4263-98f8-f553b4d41e45,mistral-chat,1371,ae822546053b45d57d316a7239d7796ffff0cd876c72dc45ef6c73e3834d36fc
discovery,books,a27b2845-841d-4263-98f8-f553b4d41e45,mpt-chat,659,5cd9fd6e801a560d08a7de8e02a37945d09d99a00a678a8e4a83399d85596c90
discovery,books,21d51532-387a-4a98-927e-5684c5f2b881,human,1821,c392ab4749cc6a9eb554d6577cc570f6923a9abca88f19738ae2b58674b8d263
discovery,books,21d51532-387a-4a98-927e-5684c5f2b881,chatgpt,1047,b7cb0b34c32ef79a935c371cc757bde14f0f0fd4a3947986e855bd397e6c01fd
discovery,books,21d51532-387a-4a98-927e-5684c5f2b881,mistral-chat,1528,0ac1f82ea2d7ae9a2f77d373792d3de4d9a5a78a3f7843bf1fbe6da5c269f976
discovery,books,21d51532-387a-4a98-927e-5684c5f2b881,mpt-chat,794,e19f56cfc246e5bbe1b361e2a84263dc9d76124e01eacb6fe451342bdf3e6a26
discovery,books,8c1e2249-c4cb-474f-9329-cc6d48a9ecb6,human,1066,df83d603b8cad22b40f4a0b04d8993931ec68c2e93380280a0b5fe6647bbd141
discovery,books,8c1e2249-c4cb-474f-9329-cc6d48a9ecb6,chatgpt,848,ba09627a353b41b6b2b82f5f7c922e1b927ac7d1fcfeb7a1fa0585978298e65f
discovery,books,8c1e2249-c4cb-474f-9329-cc6d48a9ecb6,mistral-chat,1651,0ea4c54982d14e963d51de11f25ade7bb817b3cfc5f670b74c9512a46dc63632
discovery,books,8c1e2249-c4cb-474f-9329-cc6d48a9ecb6,mpt-chat,1252,3ae91d41ebed2a4f6d1500c75535e41fff0d72658fe57571e46b8ad5f689a86a
discovery,books,18157dcc-5903-4deb-9725-dce752389d8d,human,1690,9a8e16bed913c998a2654bc7efc611bbfa9cdf2d67fd320d94dcf9ae35af608a
discovery,books,18157dcc-5903-4deb-9725-dce752389d8d,chatgpt,1834,eac30049c3c7df12ab711f68cc05ddeaba9195476fa4e5fca66c8c757c2c1353
discovery,books,18157dcc-5903-4deb-9725-dce752389d8d,mistral-chat,699,ba8fcf2123075f3c597fd6c54dbbfac2c91454dc6d6847dd6f7544b2a6df765f
discovery,books,18157dcc-5903-4deb-9725-dce752389d8d,mpt-chat,950,28c369006829cb7286649a1bdc6b5d4c034040b91388f804a7e14602196afa4d
discovery,books,82647cc8-b7dd-4cea-83c4-12a9c1f3de55,human,1210,67ebebaad08c097580750f83d629ceb1c8979d2d3208e88bc447c3f45d6f61e4
discovery,books,82647cc8-b7dd-4cea-83c4-12a9c1f3de55,chatgpt,1144,24c5444c4bc46c1bb0d9d939698aade64a27e64a27b05698d93ad25ab4bbfd95
discovery,books,82647cc8-b7dd-4cea-83c4-12a9c1f3de55,mistral-chat,1245,5078b72295797746085ca56e353287b2d768aa763fb5045dd237d5b7be6fd7cc
discovery,books,82647cc8-b7dd-4cea-83c4-12a9c1f3de55,mpt-chat,673,3936c735a9d03364c6e1382d0dc20da222ff5cd14757543c235b1224d0e4777b
discovery,books,0fdc3ae6-4e0e-420a-bcb8-66b386c1969b,human,1062,4bd9e3aaf65875d7d46226e77d39e9e946822922cf97e42097adb6a4e3e86051
discovery,books,0fdc3ae6-4e0e-420a-bcb8-66b386c1969b,chatgpt,1133,e301b5316faa75eaa1013ddd3ecd37903c0128bd033f90ce77c471a75bb79a57
discovery,books,0fdc3ae6-4e0e-420a-bcb8-66b386c1969b,mistral-chat,820,de93e532d4ee91a497f1fc2396544ca19804ace1caa210b90ddb07b4063fd109
discovery,books,0fdc3ae6-4e0e-420a-bcb8-66b386c1969b,mpt-chat,699,ab0e1ffbb6c6c3decfad1d65b936891c12802403725f83d20efe353271617bbc
discovery,books,0f9696cd-8ce9-4a2e-adbd-94a582f9a7a7,human,1371,f2b5ec651814ff4cbec1ae7ba0060d302bce12a348a3f0d132b6cec61ca7e492
discovery,books,0f9696cd-8ce9-4a2e-adbd-94a582f9a7a7,chatgpt,1049,ab216a0c2e7c780f29665a04fe48f9268f6a05d647d482dba9ef012eca55fdeb
discovery,books,0f9696cd-8ce9-4a2e-adbd-94a582f9a7a7,mistral-chat,1343,3da2b6c26dc452d9c965000dc72c92e55fd01544f30117857629f9c767807106
discovery,books,0f9696cd-8ce9-4a2e-adbd-94a582f9a7a7,mpt-chat,852,01c666dd7dc61787191470ff986abde3347bfe7021b621495d7b4b308fa81348
discovery,books,296752cd-3b82-479f-b5a9-0bb1001ba706,human,1971,ea18cfb5ae3d6acdb966cba36be2afa7429dc5eba6176c7f6731b18b58c764d8
discovery,books,296752cd-3b82-479f-b5a9-0bb1001ba706,chatgpt,977,6428de60b029eb38477cfcb305a6fb953a784b75425dd12621f9bba81ee015cf
discovery,books,296752cd-3b82-479f-b5a9-0bb1001ba706,mistral-chat,1332,10f0c86d7c176332373f4215a6002f7f73c3491cadf7cd328cc58f4a7287d4cb
discovery,books,296752cd-3b82-479f-b5a9-0bb1001ba706,mpt-chat,835,80fa69caa9863e47cca64d2bd1071c8413da293fd2ae2da7cd386e676895cfc5
discovery,books,38752115-d62f-4e08-80df-0f5975315fbe,human,1330,668f2f0b14470c0f0d71e3b2f5be5f49eb9a7f3074c071bff79364e4a8893fa8
discovery,books,38752115-d62f-4e08-80df-0f5975315fbe,chatgpt,1983,74c785d0ee9a3942fe85904135e046da5fb08f3fcba38b9c1e1fe48c61aa0bfe
discovery,books,38752115-d62f-4e08-80df-0f5975315fbe,mistral-chat,1681,3a8d925623591df29c469632f8ccf75b94880685521ac5ba7e17c90a24700d5d
discovery,books,38752115-d62f-4e08-80df-0f5975315fbe,mpt-chat,659,9cd78530766d16f1827a1f356e712156cabd3aa673f94d0f99c6fea9e72d9500
discovery,books,56eb6046-60d9-4341-9a2f-ab295e9ab181,human,1330,fdc3ba1200260a62f11e891f3039fa5833708f42ca8564d7bcfd1d2d97e1b854
discovery,books,56eb6046-60d9-4341-9a2f-ab295e9ab181,chatgpt,1987,44f7a38f425fe593239326ee913b50f1f6ec9c8e190ccc248380250023b0aee2
discovery,books,56eb6046-60d9-4341-9a2f-ab295e9ab181,mistral-chat,1335,a9ed8e8ad347b888022de2e41d4f58df6bbfa1030189cd82e028c7e4679e031d
discovery,books,56eb6046-60d9-4341-9a2f-ab295e9ab181,mpt-chat,615,01bb02b9adb270419a6fa357a7a45faf125cd6d204bac1e88fd753d4a3fdfb50
discovery,books,5a0e5774-da27-4ab4-9829-03e1b7db7d6c,human,5674,211373994e87164a5ed9303a6895853de2dd3e97ba26aa091939f1af273ead1d
discovery,books,5a0e5774-da27-4ab4-9829-03e1b7db7d6c,chatgpt,1329,60369be98bf4c0acc8f6dbcc3f0affc2d06a11f50874d895422763f259973206
discovery,books,5a0e5774-da27-4ab4-9829-03e1b7db7d6c,mistral-chat,1141,597b721612862e0ef32d2168e0ff0e3757975e0d7fadfe544939da0aaa27eda6
discovery,books,5a0e5774-da27-4ab4-9829-03e1b7db7d6c,mpt-chat,687,2ca972e159c0c1cfe025a2735db5435c7075b337bfe74adea5f2b33dda75c653
discovery,books,63fc866b-b660-4f7c-b301-80756c06c827,human,1139,6bfd80ad9f5dc7fb536149ebb117bb480b8c0a07e585cb5848ed035b6f45ae4a
discovery,books,63fc866b-b660-4f7c-b301-80756c06c827,chatgpt,2472,61e536b4fbf3594c17aba9eb0ca093845b190579fbe8a8539ec82e84893c848f
discovery,books,63fc866b-b660-4f7c-b301-80756c06c827,mistral-chat,1932,a993bd0879d798f27af05811c7fb4e682b0d14cfcb1f3eafd93d43b645d8e2bf
discovery,books,63fc866b-b660-4f7c-b301-80756c06c827,mpt-chat,825,70e7439bd5d0d7cdf762da4916869e12b94b4d2d23ab6dfb9b36bb621f582553
discovery,books,430ed72e-10f4-4de5-bfac-98f4c69b3e2a,human,2726,0fceef7fa2a050e8c1a29efd76041e6bc314e2e4f49b08f5e33e952723e8baa0
discovery,books,430ed72e-10f4-4de5-bfac-98f4c69b3e2a,chatgpt,1359,6f7450ea6f31065e7c1e70f34e6b3859fb548e56699c7748255fe658be41b4d5
discovery,books,430ed72e-10f4-4de5-bfac-98f4c69b3e2a,mistral-chat,1490,8db47035df0ec56e3facacb848176b81e517216622dd09ea781b13bdbac510cf
discovery,books,430ed72e-10f4-4de5-bfac-98f4c69b3e2a,mpt-chat,643,de93ff346c2ddaed7f0839b49d8c7234b98567c4d0e33f9f6bb51777e1096928
discovery,books,8547fb54-99e2-4027-89dc-cfcda30752e7,human,1097,9d6d5bc118a7006498b4b521cf3ca283f5d22dff79b613dc55a5cd8ba28fcdab
discovery,books,8547fb54-99e2-4027-89dc-cfcda30752e7,chatgpt,969,185d54c77c7fff1180536d7af9735e65aa20dc13002b385ce4d4ae10c13462b7
discovery,books,8547fb54-99e2-4027-89dc-cfcda30752e7,mistral-chat,1866,bb70c850c89fcc5fc7fa6744479d612d4cbbb04177bd6731c864fa325a61b091
discovery,books,8547fb54-99e2-4027-89dc-cfcda30752e7,mpt-chat,685,21ebfad3a43e14c6f00c70cc403fe544b9403c872f9cdeb6d05e6b716c3c5ff1
discovery,books,6903da20-10a3-4bac-b412-7e1b146dcea5,human,6340,0b19b737e7be6260bbcbcbf3de8fca669f1bbbc56c98261dcc4d939ee8412a4d
discovery,books,6903da20-10a3-4bac-b412-7e1b146dcea5,chatgpt,1086,f6656dda0d989b18578a56585f9b2dc5e0084df9f3ba50fe309cc6200d41d78e
discovery,books,6903da20-10a3-4bac-b412-7e1b146dcea5,mistral-chat,1538,f7b24aaee527e9e44264f54d225125eaa6b9f977c739c30d88cfa018da29debc
discovery,books,6903da20-10a3-4bac-b412-7e1b146dcea5,mpt-chat,804,709803f6162c06ee63e251361d7c0090cb06aaca7142ff85a5b0e3da7139a3f1
discovery,books,ccff4836-7bc6-44af-9cb4-e19e7594e1ba,human,1180,efb923e72f1790b82214c64745d88cdb6daea12bacbcac8c8553a92fa1cb45c4
discovery,books,ccff4836-7bc6-44af-9cb4-e19e7594e1ba,chatgpt,2248,54504e73dcdfe9dd72da755ebc31aadb25ce2acc0728d93c08c2f345e719144d
discovery,books,ccff4836-7bc6-44af-9cb4-e19e7594e1ba,mistral-chat,1357,f815ed7beada045b1a2ba4343172dd85125ac51346dc2c8386512692c9940cfc
discovery,books,ccff4836-7bc6-44af-9cb4-e19e7594e1ba,mpt-chat,499,5748b5bc66abb23506acc0f83e6102065d2965451e93c42277f9ecfbe62193e6
discovery,books,5d32e3a7-a7e9-4ef9-8309-0f7882276a14,human,2298,629023c2eea1eaf86967131f74a71d77fddde9cecb2e5ab7bea428e74459ac5a
discovery,books,5d32e3a7-a7e9-4ef9-8309-0f7882276a14,chatgpt,1236,454ce9e468e5ff4961bdbf1b2b47f714eecdeb036484fb093cd20e72d1eca54a
discovery,books,5d32e3a7-a7e9-4ef9-8309-0f7882276a14,mistral-chat,1544,bc4d80d57989a1249f1ac83e12e467217271bef034a3dd4eaee14d355d17a137
discovery,books,5d32e3a7-a7e9-4ef9-8309-0f7882276a14,mpt-chat,528,55acb9a1bbc2be6bbb7bfad5df8e5a26bb3da20c0eb569a7605175f3cda3722e
discovery,books,4ece08ce-06f3-494d-acda-4469e90bcab3,human,1128,a8fd1d406115987eebf99b93dd6b45639fe0085569efd1b7741934a7281580e4
discovery,books,4ece08ce-06f3-494d-acda-4469e90bcab3,chatgpt,1235,b0c5ffb42dbc21894523bd36aff192757283a8f2ba9670cea33bc2494591f422
discovery,books,4ece08ce-06f3-494d-acda-4469e90bcab3,mistral-chat,1553,ebbbc2bb75ef928b8424fdf84dc957667b13d08e8b00d4b1a3e82c1a5c06ec4a
discovery,books,4ece08ce-06f3-494d-acda-4469e90bcab3,mpt-chat,708,0f850daedf415b75db3dac1f03ae17dde4166686db6a60ec8640f60398141b36
discovery,books,49b6e9e4-9369-4580-9326-715b5a40999b,human,3053,3442491b8ba17a0877ad9e8e1f1509e90b82fe70495a1ce8408db9a7de27de7f
discovery,books,49b6e9e4-9369-4580-9326-715b5a40999b,chatgpt,1284,8ca085fbbf745a9faecb43f16ba9d7b734310945024e06ab895cf26807fc0e37
discovery,books,49b6e9e4-9369-4580-9326-715b5a40999b,mistral-chat,1435,7913e6c8f2fc39fa42ab65372115a479eb74f74a525b8c0e589ad4441b913a0c
discovery,books,49b6e9e4-9369-4580-9326-715b5a40999b,mpt-chat,582,b3f68ab23a59f98dc03af67d731ab526b721f960507dcf868aec21754811bf07
discovery,books,92f40c7d-3067-411a-bdf2-18668b0a3bea,human,4594,d77405ece2e8cf2db40cb216fd6b1d6369d096224faa1fe2d6b79d37f8a528a1
discovery,books,92f40c7d-3067-411a-bdf2-18668b0a3bea,chatgpt,1553,6a8bc448c141aa3afec2d0a4aa79cce1de14a7f21ab35eb0338a8056b8e32cac
discovery,books,92f40c7d-3067-411a-bdf2-18668b0a3bea,mistral-chat,1967,d188248803e834402d5932b87d34c28b2a6ca664502b05555038f34bc98f8c2e
discovery,books,92f40c7d-3067-411a-bdf2-18668b0a3bea,mpt-chat,683,512d82797016aa9e7fa02dcfd82787ef7deb07b6ba6d0507626b6a7beb5889ce
discovery,books,8f63f60f-2199-4ba2-ac66-d92e4bf9e306,human,1447,a8d1ce8ad1265e0785d96f6b0d0cc7f4054002807750208491bcaedfbbc0b11a
discovery,books,8f63f60f-2199-4ba2-ac66-d92e4bf9e306,chatgpt,1165,6ab0ba2dd06934d73c789adc70f22ccc61c03cb73de931490d4b7e6f5b353e80
discovery,books,8f63f60f-2199-4ba2-ac66-d92e4bf9e306,mistral-chat,1472,06e068303b1cee087e0a81d8e0e7b18645d33415b6ec107c2a5006bfadc99f0e
discovery,books,8f63f60f-2199-4ba2-ac66-d92e4bf9e306,mpt-chat,566,be4390eff7147d94ee10528299f2aaed896c1b82f63ba1caac7ea170db9bfd59
discovery,books,7b5b5acf-0731-44f0-b120-02d0295351cb,human,8272,6e3b3c57bae3ad72949075ade2a13cdc066da561123c2a130b003de13c9c7f27
discovery,books,7b5b5acf-0731-44f0-b120-02d0295351cb,chatgpt,1118,9e737cc3e6fb5ef34b4ceb83cd871cd3044842aa08beb3d4343e4366abcf9b65
discovery,books,7b5b5acf-0731-44f0-b120-02d0295351cb,mistral-chat,1712,0a29802ffeddf9979d125b662e598917a24839bfaa3e46ad9ac3b68de46d7629
discovery,books,7b5b5acf-0731-44f0-b120-02d0295351cb,mpt-chat,1160,7b1f0dc519df976738ec74ee649f1fc31c80a77c5918b28031c953c06ab2b7a5
discovery,books,8b0fcd20-c732-4e51-b498-b731cf6bc777,human,2765,94859e9ffe9ee3885db2ac4b7fe4d81edb1ed98085cdd26751c6a4f21fad32b8
discovery,books,8b0fcd20-c732-4e51-b498-b731cf6bc777,chatgpt,1004,f7c1202e420fc0446aee6cd01b1669f15d7aab50e9c52b606f497dfc340aa5f4
discovery,books,8b0fcd20-c732-4e51-b498-b731cf6bc777,mistral-chat,1787,4301dbb091715995dff305eaf9a20461dd4807088026ea0f53e574465eb1a4b6
discovery,books,8b0fcd20-c732-4e51-b498-b731cf6bc777,mpt-chat,1293,c6290a928ffd3f6b700bc10c9d861cbcaaf993936f55dbdc6aa0e50854cff818
discovery,books,5c6270b6-5189-4b87-82a9-eb47a3ee05b0,human,1269,ba7ae4786ece5b153de7187ae7bb1d52572ba3cbd72626edc4a2a42337335009
discovery,books,5c6270b6-5189-4b87-82a9-eb47a3ee05b0,chatgpt,1102,c2fc120ccb0e7fb97c881544d34ba7f53a2d0d1fd99bbbc8dc67209b53ffde13
discovery,books,5c6270b6-5189-4b87-82a9-eb47a3ee05b0,mistral-chat,1448,0aefd24fffafcac4b41284cbde5de3c1fa7b7946ed923b7c824f929e95979683
discovery,books,5c6270b6-5189-4b87-82a9-eb47a3ee05b0,mpt-chat,1476,abe3ae9faafb1381dd6251162c018c0cd167c89dd839fc72a90df5f29bfddee0
discovery,books,d8ad8622-a1f5-4746-b3dd-ab5c8ed81790,human,1322,bfa779d4f74156a180613709e6d55f71dc75bc082439f73667a77380d2232941
discovery,books,d8ad8622-a1f5-4746-b3dd-ab5c8ed81790,chatgpt,1402,857b338752211b3dc016596f98f16ed5758400dffa78bde2deea7effe103e337
discovery,books,d8ad8622-a1f5-4746-b3dd-ab5c8ed81790,mistral-chat,805,2a9dad8f18e553983a2bd7a078c2f05d25082677f20d8486082429afce4ce43e
discovery,books,d8ad8622-a1f5-4746-b3dd-ab5c8ed81790,mpt-chat,1031,a9d35b511e625605a052a8b834a2ea7c78e3bf3000e845892fccdfd976d12a2d
discovery,books,5800ae6c-a3b6-4416-a4c3-3c6b60ea19a6,human,5485,527d95203bae0db8a32fd49babe65120ae832be068113377548aea3622b736c0
discovery,books,5800ae6c-a3b6-4416-a4c3-3c6b60ea19a6,chatgpt,1056,b4532e207d48297c3d2e9e22b1d2b872a27d039b6d39dcc9f767608d73524014
discovery,books,5800ae6c-a3b6-4416-a4c3-3c6b60ea19a6,mistral-chat,1355,6c4019dec64706079cd75034f60bc625bc33e5ad068a275edb4f6a580821e730
discovery,books,5800ae6c-a3b6-4416-a4c3-3c6b60ea19a6,mpt-chat,655,6e84d35f02f83abdf6163e24f4074d71b7a2de3c39e9dae8458e922d1ed759f3
discovery,books,4ed8e34d-3c0b-42e1-bbd6-d4ea601fb17a,human,1095,974d2f6ebc442571e161c7b080e1b5120f03cf5e94c16235aa3fb3fbe24c0ce1
discovery,books,4ed8e34d-3c0b-42e1-bbd6-d4ea601fb17a,chatgpt,1158,ae7d6c99c5aa65bf526818435fbedf6f6350186a16884b60212d13e42bb77bfc
discovery,books,4ed8e34d-3c0b-42e1-bbd6-d4ea601fb17a,mistral-chat,829,28ee3ff3331ac9f101fc186953bda44d92721f993ee1d2c8e1afd223dade158f
discovery,books,4ed8e34d-3c0b-42e1-bbd6-d4ea601fb17a,mpt-chat,761,6cfb15499e3be13e12476e8a8667872e63277b69210d3f2b6ff728312146d3b9
discovery,books,afe27f37-637c-4d32-a3c0-53c79eb03328,human,1171,862882bec319899a8a59b0bba844f7081651f1c1d0b3b9d70c497f0c4901a823
discovery,books,afe27f37-637c-4d32-a3c0-53c79eb03328,chatgpt,2011,ff7aa927b0eefdc455d387731a19f56bf27bf75d1fc68067c6dced74a1ecaf9a
discovery,books,afe27f37-637c-4d32-a3c0-53c79eb03328,mistral-chat,2094,b41228443955de13a6fc805b058342005228a57bee6ed132926a2af56cb1dd0f
discovery,books,afe27f37-637c-4d32-a3c0-53c79eb03328,mpt-chat,952,f52ce4d5bd39f75e2e1f657f2e7f2d06fc44234cb77f3925ec6c7da7ecb43d3e
discovery,books,14277931-dade-4aae-b91b-8caadb7b5875,human,1381,f4f61b9c55324b8118a4084a39066ad312394ba272771ef70f2534e44744fba6
discovery,books,14277931-dade-4aae-b91b-8caadb7b5875,chatgpt,1120,efb892cc5cdbb1deef9b820af0ba626c6ea568514910b51f7e33c25be8ea8776
discovery,books,14277931-dade-4aae-b91b-8caadb7b5875,mistral-chat,1346,59bf25cb09a422f03d5ec53c9b0e84af357864ada776f45fe144dae6c073bf16
discovery,books,14277931-dade-4aae-b91b-8caadb7b5875,mpt-chat,1265,c0e302d6772a71ac934cbe1eeaf06c41b6ad76de4478b6b3c0e27d38e0642891
discovery,books,4051cdc8-4eb7-44ca-994f-f451f9b48cff,human,3321,9c09efd0334dec8d2e873fd1d850f03b896837f5e60154d4ae38194595d48e63
discovery,books,4051cdc8-4eb7-44ca-994f-f451f9b48cff,chatgpt,1070,a30d9ee4b2b7547fb7ede005e5332d2415d86e5b153fe9f7fd7e9b9bf0788bab
discovery,books,4051cdc8-4eb7-44ca-994f-f451f9b48cff,mistral-chat,1145,1cf03e27d6f593ab51af88d87149ef23e2e4194684d0f2137c4390ebe30224b2
discovery,books,4051cdc8-4eb7-44ca-994f-f451f9b48cff,mpt-chat,635,cba1f803b0de858fbc30d33796cd57818be64ca5e21008e6ded5fa9ed264cb97
discovery,books,72614d69-845c-455e-8390-fcf89c0bec9e,human,2004,e520c9801410a95e89a5d1eb72671607c65f9c05836bf8184d419f8e62c7e8d5
discovery,books,72614d69-845c-455e-8390-fcf89c0bec9e,chatgpt,1260,c63b5c0d88966d4721692c65a9519af9ddb794804a54964d803e9d0ada53fd02
discovery,books,72614d69-845c-455e-8390-fcf89c0bec9e,mistral-chat,2022,d5d1245333f76294506b69368daa8f0e51aaa58896285678b1ea6c12bc184145
discovery,books,72614d69-845c-455e-8390-fcf89c0bec9e,mpt-chat,568,9f9d0f2cc22dd6210eb3c65e9454a4bc7c3783628a6f5eecb0523f2ee4b334b6
discovery,books,5d1c0205-2523-4689-a5c3-532185077ee7,human,2266,5e1290235a489f51276bc95b2936ecf2a7e410612b59d4624148896cba03a4b1
discovery,books,5d1c0205-2523-4689-a5c3-532185077ee7,chatgpt,996,258ce5a2f18793b32993dc41be9c3c1d5f216075f18fd6a1372c826ab14f38d7
discovery,books,5d1c0205-2523-4689-a5c3-532185077ee7,mistral-chat,1453,b148d57ebf7a520941862ef8e1a7f8b3dd42793124fcdf8c864143eef3116e50
discovery,books,5d1c0205-2523-4689-a5c3-532185077ee7,mpt-chat,778,9c6b1fddc80194cefaa771d8a8b2431a3f5a3ec6cb6fc30b38b28b53eeaf3f8d
discovery,books,33f8b4bb-cac6-4759-9a52-ce19b0c07810,human,3864,45160151f10d8cac1a45f55c5ee1bb5764f3d313f0843a1f37a6f6dde360a3f3
discovery,books,33f8b4bb-cac6-4759-9a52-ce19b0c07810,chatgpt,990,79abf1252c910009d72e151f1a62a440457264dc655b6e523e9e0c185d1a21bf
discovery,books,33f8b4bb-cac6-4759-9a52-ce19b0c07810,mistral-chat,2055,275ef773399e39a51f12b647bdc87a629de9d9a761591179e6faea19b0191d85
discovery,books,33f8b4bb-cac6-4759-9a52-ce19b0c07810,mpt-chat,719,560a89ee557ef4e34d2377aae74ab2465169a63704ec0c933225869c4a937294
discovery,books,e9de1061-710f-44ff-ba17-03b8725f5282,human,5376,6d86b11ad04e0883e17a96828f83aa2e80a9f0dc9f02060c64ca03815931d66b
discovery,books,e9de1061-710f-44ff-ba17-03b8725f5282,chatgpt,1141,c1a350fc3b7763c440401f0bdd804a5579606c2d6bfac2a95722da0de7da4acb
discovery,books,e9de1061-710f-44ff-ba17-03b8725f5282,mistral-chat,658,8beed784157c8cfe80bef8b64cf503b33642150ddea9360cf9ac23596665db51
discovery,books,e9de1061-710f-44ff-ba17-03b8725f5282,mpt-chat,1130,00a5338a9306c99478ed5b9b22438a852f176945f46bfa2a984f006bfb2a86ed
discovery,books,e8fa71f4-c541-4c37-9762-55d7a9fc87de,human,3753,81d184c520711596b666bf5d8d3d8e4b4c14d5051e9091d835aa8258f076392c
discovery,books,e8fa71f4-c541-4c37-9762-55d7a9fc87de,chatgpt,1347,772f4666e2d423acda1255524a05996398d06519e722217f543f75bacc7426d7
discovery,books,e8fa71f4-c541-4c37-9762-55d7a9fc87de,mistral-chat,1497,9066aed34868f9172bd50230a39599f9eb17ab7a5bc7986e9147b889fc19051d
discovery,books,e8fa71f4-c541-4c37-9762-55d7a9fc87de,mpt-chat,1421,9475923dd84036a0ab020822cb2840027bc82db1ad56f2fb562062753aab3f03
discovery,books,f385c841-c469-4882-8134-0961220d387d,human,1507,04b5515bc4fcc91f841744e7f8cdd82f4706a4f30895e1bb268952e4e822dcff
discovery,books,f385c841-c469-4882-8134-0961220d387d,chatgpt,1258,4dada7c3eea2b6e53f324aa98da450191bf9c85f7690d22190cb72e9b0c849a8
discovery,books,f385c841-c469-4882-8134-0961220d387d,mistral-chat,898,ee5a859ffcda3ba997fcad020ecb619c5d33ba4ef1b8991ac15e0eed51bcc8f7
discovery,books,f385c841-c469-4882-8134-0961220d387d,mpt-chat,651,49bcf6d1e326943ff6ac93ab49f6a90fb9d6bf35e0796827be5d7b21a76f7db9
discovery,books,14c84d6f-2a40-4f4d-8351-16172d04dfeb,human,2311,f580299cc473a9fdbd0f122662d268f6a72b6fe25432e84c194ccf1e1760187e
discovery,books,14c84d6f-2a40-4f4d-8351-16172d04dfeb,chatgpt,1508,3d27ccda74f35ac583e8c433ce3db5ced8895c54c5a0d6efd8ba23dbbde8c0bf
discovery,books,14c84d6f-2a40-4f4d-8351-16172d04dfeb,mistral-chat,1718,df55382bcc9827712aab3752742463f77acae6ec28599fffe606b2ebaf99a9d5
discovery,books,14c84d6f-2a40-4f4d-8351-16172d04dfeb,mpt-chat,1323,598cfb19d841ff85d37952b129f67dc5caf73e1969508712fa857d6a85c58981
discovery,books,5d0a28a4-a480-447b-886e-c8ad412c3129,human,1181,9cf53b5031bce4c652c8f37dc084b673eb949463f2f4ad6f1bb651ae6388555b
discovery,books,5d0a28a4-a480-447b-886e-c8ad412c3129,chatgpt,1233,7960f8c76bb2fff02f3d605fb0b1e11feae197fb3d63e22c4f5d5a6479e3f3fe
discovery,books,5d0a28a4-a480-447b-886e-c8ad412c3129,mistral-chat,668,28d6159ff89e34d06cea6eda0394b135367f5e336e256d16215bbc35a58c59da
discovery,books,5d0a28a4-a480-447b-886e-c8ad412c3129,mpt-chat,545,813968c777e99ec9cf4e1c1f6b11176e6b3b6d15725650c4f1350fe9aa7ef2e7
discovery,books,caebebdf-bd8c-423d-9b7b-3b5ea5dbef64,human,1747,e434facfd0fe030174f659cfe8e79744ce4aaf5c7fa4f80a55d9a7520bff2e85
discovery,books,caebebdf-bd8c-423d-9b7b-3b5ea5dbef64,chatgpt,1328,703da7a7d9f76355200dfd1d5eeb841c7b9580b1d2b01f4d5691eebb155dc665
discovery,books,caebebdf-bd8c-423d-9b7b-3b5ea5dbef64,mistral-chat,1214,4b957736a137ac9c28bc1cab6dff5e0eb31875e869aceaaf3d2bfb0d002d94c9
discovery,books,caebebdf-bd8c-423d-9b7b-3b5ea5dbef64,mpt-chat,701,6f7610c611dd4f651da957233abac4e952c2149bab99fbec0d654c948beb11f0
discovery,books,209c947b-ed45-4928-b153-d811d2a26b57,human,4923,f09b5e01ead95d8069915605948f159c6ab8603f59916d39b6ccc4ee3788b73b
discovery,books,209c947b-ed45-4928-b153-d811d2a26b57,chatgpt,1377,b55dbf18ebb5f45e20af168dee7da7f89702559a299e3356c7400f54d37f7018
discovery,books,209c947b-ed45-4928-b153-d811d2a26b57,mistral-chat,1610,44d17d11491fdb6dd0578bd96a92fbf1f1e0ed453aad81fa66984de8c3d32e2d
discovery,books,209c947b-ed45-4928-b153-d811d2a26b57,mpt-chat,693,96e4cf47218fd30c99971a981026a2b9248db76fad6e58d843b1607055b14dcc
